"Host.Id","Host.Since","Name","Neighbourhood","Property.Type","Room.Type","Zipcode","Beds","Number.Of.Reviews","Price","Review.Scores.Rating"
1838524,"3/1/12","Large 2  bedroom Apt EastVillage,NY","Manhattan","Apartment","Entire home/apt",10009,2,10,"300",89
12604141,"2/26/14","Luxury Studio on the UWS","Manhattan","Apartment","Entire home/apt",10023,1,6,"225",100
626289,"5/25/11","Cozy and bright 1BR apt","Manhattan","Apartment","Entire home/apt",10009,1,21,"200",100
36176332,"6/19/15","750ft² Loft-like Apt on the Park","Brooklyn","Apartment","Entire home/apt",11226,4,6,"125",90
89670,"3/7/10","Beautiful in Busling Crown Heights!","Brooklyn","Apartment","Entire home/apt",11213,2,0,"175",NA
9810879,"11/4/13","Lots of Light 800 Square Foot 1 BR","Manhattan","Apartment","Entire home/apt",10029,1,0,"150",NA
6832746,"6/10/13","Spacious Modern Duplex Apt in BK","Brooklyn","Apartment","Entire home/apt",11238,2,4,"175",100
3674426,"9/25/12","Entire home for your fantasies","Manhattan","Apartment","Entire home/apt",10037,5,15,"199",87
5280825,"3/1/13","Global and Modern W. Village Apt!","Manhattan","Apartment","Entire home/apt",10014,1,6,"250",92
16327819,"6/3/14","Private one bedroom apt in Astoria","Queens","Apartment","Entire home/apt",11105,1,12,"125",86
30703702,"4/6/15","Great Studio 15 mins to Time Square","Queens","Apartment","Entire home/apt",11377,2,4,"99",90
1153591,"9/13/11","Modern, Sunny 1 BR in Boerum Hill!","Brooklyn","Apartment","Entire home/apt",11217,1,3,"185",100
10053816,"11/16/13","Cozy Chinatown apartment","Manhattan","Apartment","Entire home/apt",10013,2,7,"125",97
4854769,"1/26/13","LES Artist Studio","Manhattan","Apartment","Entire home/apt",10002,1,14,"140",89
13067214,"3/12/14","Garden Duplex in Clinton Hill","Brooklyn","Apartment","Entire home/apt",11238,3,6,"495",100
4855703,"1/26/13","Bright, spacious 2BD in Ft. Greene","Brooklyn","Apartment","Entire home/apt",11217,2,0,"200",NA
39864924,"7/28/15","Charming Chelsea One Bedroom","Manhattan","Apartment","Entire home/apt",10011,1,2,"200",90
1830864,"2/29/12","Cosy studio in East Village","Manhattan","Apartment","Entire home/apt",10009,1,0,"150",NA
8438140,"8/26/13","Williamsburg bliss","Brooklyn","Apartment","Entire home/apt",11211,2,0,"170",NA
15586243,"5/15/14","Cozy 1 br apartment in Williamsburg","Brooklyn","Apartment","Entire home/apt",11206,1,1,"115",100
18102450,"7/14/14","3 rooms apartment in Midtown.","Manhattan","Apartment","Entire home/apt",10017,2,3,"180",93
11946691,"2/4/14","Beautiful, Spacious 1 Bedroom Apt","Manhattan","Apartment","Entire home/apt",10011,1,1,"250",80
25404246,"12/30/14","Luxury in Best Location","Manhattan","Apartment","Entire home/apt",10012,2,28,"249",99
27737888,"2/14/15","West Village 1-bed, sleeps up to 4","Manhattan","Apartment","Entire home/apt",10014,2,2,"180",100
10131727,"11/19/13","Nice & Sweat Apartment in Manhhatan","Manhattan","Apartment","Entire home/apt",10026,1,0,"109",NA
4181677,"11/18/12","Open Sunny Loft / Williamsburg","Brooklyn","Apartment","Entire home/apt",11249,1,0,"350",NA
17721017,"7/6/14","3 Bedroom 2 Bath Flatiron Loft","Manhattan","Loft","Entire home/apt",10010,6,28,"595",86
9452102,"10/15/13","Gorgeous West Village Studio","Manhattan","Loft","Entire home/apt",10014,1,38,"209",95
1760609,"2/16/12","Designer 1BD w/ backyard space","Manhattan","Apartment","Entire home/apt",10009,1,1,"200",NA
2766502,"6/27/12","Wonderful Upper East Side Apartment","Manhattan","Apartment","Entire home/apt",10028,2,46,"150",88
1621363,"1/18/12","Modern Townhouse Duplex -best area!","Brooklyn","Apartment","Entire home/apt",11201,5,0,"1,000",NA
1510599,"12/16/11","Lovely, sunny apt - Hudson Heights","Manhattan","Apartment","Entire home/apt",10033,1,7,"115",100
3259274,"8/14/12","Holiday in Hip Brooklyn!","Brooklyn","Apartment","Entire home/apt",11238,3,4,"110",67
970385,"8/14/11","Quiet Studio - Prime UWS Location","Manhattan","Apartment","Entire home/apt",10023,1,132,"165",94
24915465,"12/16/14","Spacious 1BR By Prospect Park","Brooklyn","Apartment","Entire home/apt",11225,1,25,"129",94
31078864,"4/12/15","3BR East 70s UES 3mins from subway","Manhattan","Apartment","Entire home/apt",10021,3,8,"229",95
27813383,"2/15/15","CHARMING NYC Studio Loft NEAR SOHO!","Manhattan","Apartment","Entire home/apt",10012,1,5,"185",92
25500607,"1/2/15","Spacious 1 BDRM Duplex","Manhattan","Apartment","Entire home/apt",10039,1,4,"110",100
1354758,"10/31/11","Bright and Beautiful Brooklyn Apt.","Brooklyn","Apartment","Entire home/apt",11215,1,41,"139",96
39062668,"7/20/15","Bright Cozy 1BR in Williamsburg","Brooklyn","Apartment","Entire home/apt",11211,1,4,"200",90
8582938,"9/2/13","Adorable West Village Lofted Studio","Manhattan","Apartment","Entire home/apt",10011,1,8,"150",98
3546135,"9/12/12","Private Apartment 40 min from NYC","Queens","House","Entire home/apt",11432,1,36,"63",97
18890810,"7/25/14","3-bed Brownstone Duplex w/Terrace","Brooklyn","Apartment","Entire home/apt",11221,4,17,"397",92
7809712,"7/29/13","Massive 1BR in the Lower East Side","Manhattan","Apartment","Entire home/apt",10002,1,0,"275",NA
306605,"12/1/10","Beautiful modern Manhattan studio","Manhattan","Apartment","Entire home/apt",10011,1,33,"195",96
38204255,"7/12/15","Beautiful Midtown Loft","Manhattan","Apartment","Entire home/apt",10018,16,2,"350",100
8708313,"9/8/13","Perfect Super Bowl Stay in Upper E","Manhattan","Apartment","Entire home/apt",10028,2,0,"295",NA
26811024,"1/27/15","Charming Apartment - up to 4 people","Manhattan","Apartment","Entire home/apt",10023,1,3,"169",80
28818054,"3/5/15","3 BED RMS 10 MINUTES TO MANHATTAN","Queens","Apartment","Entire home/apt",11102,3,1,"142",80
24191617,"11/26/14","Chic Soho/TriBeCa Studio Apartment","Manhattan","Apartment","Entire home/apt",10013,2,1,"185",NA
18640280,"7/22/14","Bright 1 bd - Times Square Sublet","Manhattan","Apartment","Entire home/apt",10019,2,4,"120",93
367494,"1/29/11","Cosy Lower East Side apartment","Manhattan","Apartment","Entire home/apt",10002,1,10,"179",91
2050338,"4/1/12","3 BR apartment Crown Heights, BKLYN","Brooklyn","House","Entire home/apt",11213,3,61,"160",93
2351435,"5/12/12","Cozy ArtStar Boudoir Williamsburg","Brooklyn","Apartment","Entire home/apt",11211,1,35,"100",93
5332542,"3/5/13","Sweet & Cozy 1BR in Lower East Side","Manhattan","Apartment","Entire home/apt",10002,2,10,"160",90
24123958,"11/24/14","Modern 2BR East Village Apartment","Manhattan","Apartment","Entire home/apt",10003,2,0,"340",NA
201297,"8/14/10","Greenwich Village Stylish Apartment","Manhattan","Apartment","Entire home/apt",10014,1,34,"190",97
5514071,"3/18/13","Beautiful, modern, cozy apt in BK","Brooklyn","Apartment","Entire home/apt",11215,2,2,"290",100
2640100,"6/14/12","Hells Kitchen 1BR by Times Square!!","Manhattan","Apartment","Entire home/apt",10036,2,22,"187",94
13639666,"3/28/14","Modern 3 Bedroom Chelsea Apartment","Manhattan","Apartment","Entire home/apt",10010,3,1,"275",60
6412236,"5/15/13","Chic Soho Studio","Manhattan","Apartment","Entire home/apt",10012,1,36,"209",96
8726203,"9/9/13","2BR. Spacious Renovated Loft","Brooklyn","Apartment","Entire home/apt",11237,3,11,"175",86
24761711,"12/12/14","2-Bedroom Private Garden Level Apt","Brooklyn","Apartment","Entire home/apt",11218,3,16,"235",93
3599914,"9/17/12","Perfect in Park Slope: EZ 2 NYC","Brooklyn","Apartment","Entire home/apt",11215,2,26,"175",91
11013095,"1/4/14","Elegant studio in the UES","Manhattan","Apartment","Entire home/apt",10075,1,0,"180",NA
10777089,"12/23/13","Charming Greenwich Village one bed","Manhattan","Apartment","Entire home/apt",10012,1,28,"214",96
351384,"1/17/11","For Walter, King Size Bed","Brooklyn","Other","Entire home/apt",11211,1,0,"1,200",NA
2139921,"4/14/12","Bungalow for Sophie","Manhattan","Apartment","Entire home/apt",10012,1,0,"100",NA
9652075,"10/26/13","Stylish Pre-war","Brooklyn","Apartment","Entire home/apt",11205,1,19,"124",92
4701835,"1/14/13","Beautiful Spacious Flat","Brooklyn","Apartment","Entire home/apt",11222,3,67,"159",90
3229770,"8/11/12","GREAT STUDIO/FULLY FURNISHED","Queens","Apartment","Entire home/apt",11375,1,5,"155",85
1733744,"2/11/12","Spacious 3 bedroom Apt in Brooklyn.","Brooklyn","Apartment","Entire home/apt",11226,4,11,"200",85
9948614,"11/11/13","Designer East Village Floor Thru","Manhattan","Apartment","Entire home/apt",10003,1,0,"359",NA
67365,"1/3/10","Lofty 71 m² Apt + Private Garden","Brooklyn","Apartment","Entire home/apt",11217,2,48,"190",96
2000711,"3/24/12","Prime Location Williamsburg Flat","Brooklyn","Apartment","Entire home/apt",11211,1,9,"149",100
22570294,"10/15/14","1 BR / 1 BA Apartment in E. Village","Manhattan","Apartment","Entire home/apt",10009,2,7,"250",80
10475653,"12/6/13","Sunny Apartment in Brooklyn, NY","Brooklyn","Apartment","Entire home/apt",11218,2,3,"110",93
40788441,"8/7/15","Spacious 1 bedroom apt in Manhattan","Manhattan","Apartment","Entire home/apt",10032,1,0,"150",NA
21135894,"9/9/14","Full furnished gorgeous APT","Manhattan","Apartment","Entire home/apt",10128,1,0,"250",NA
16613679,"6/10/14","Bedford Avenue Gem in the Sky","Brooklyn","Apartment","Entire home/apt",11211,1,6,"149",100
2637050,"6/14/12","Brooklyn loft with a Manhattan view","Brooklyn","Loft","Entire home/apt",11205,2,27,"300",96
10781617,"12/23/13","1 BD Квартира-Люкс 5 мин пляж (830)","Staten Island","House","Entire home/apt",10306,3,0,"95",NA
1420603,"11/18/11","Sun drenched apt in Lower East Side","Manhattan","Apartment","Entire home/apt",10002,1,3,"118",87
9944641,"11/11/13","1BR Apt blocks from Times Square","Manhattan","Apartment","Entire home/apt",10019,1,2,"199",90
27070189,"2/1/15","HAVE FUN IN NYC, ENJOY MANHATTAN!!!","Queens","Apartment","Entire home/apt",11366,1,7,"89",83
34827328,"6/2/15","Upper East Side, Airy, Great View","Manhattan","Apartment","Entire home/apt",10028,1,2,"200",100
4967965,"2/4/13","Brownstone Guest house","Brooklyn","Apartment","Entire home/apt",11233,1,12,"125",95
18330363,"7/18/14","Astoria Parkside Waterfront Townhom","Queens","House","Entire home/apt",11105,3,9,"196",96
2321871,"5/8/12","Spacious 1 Bdrm in E Vil- best view","Manhattan","Apartment","Entire home/apt",10009,1,1,"200",80
1376778,"11/6/11","Spacious Townhome Apartment in BK,","Brooklyn","House","Entire home/apt",11203,1,6,"92",85
3279951,"8/16/12","Amazing Huge Renovated 2Bd NICE","Manhattan","Apartment","Entire home/apt",10032,3,40,"180",93
23548583,"11/9/14","Amazing HUGE 3 bed apt in Brooklyn","Brooklyn","Apartment","Entire home/apt",11203,4,9,"200",91
3226678,"8/11/12","Chic Chelsea Brownstone- Highline","Manhattan","Apartment","Entire home/apt",10011,1,18,"320",98
579495,"5/11/11","Large Park Slope Townhouse Duplex","Brooklyn","House","Entire home/apt",11215,3,26,"242",90
18386411,"7/19/14","Spacious Alcove U-Shape Studio","Manhattan","Apartment","Entire home/apt",10005,1,7,"215",100
35799438,"6/14/15","Charming & Cozy East Village Studio","Manhattan","Apartment","Entire home/apt",10009,1,8,"145",95
4483646,"12/24/12","Amazing! Central Park with elevator","Manhattan","Apartment","Entire home/apt",10021,2,27,"175",84
881986,"7/28/11","Artsy apt in heart of Williamsburg","Brooklyn","Apartment","Entire home/apt",11249,1,57,"120",92
1231038,"9/30/11","1b prime N Williamsburg NYC","Brooklyn","Apartment","Entire home/apt",11211,1,5,"140",96
3332172,"8/21/12","Beautiful West Village 1BR Apt","Manhattan","Apartment","Entire home/apt",10014,1,6,"210",90
5836727,"4/8/13","Charming 2/3 Bedroom on Lexington","Manhattan","Apartment","Entire home/apt",10029,3,5,"300",96
10130052,"11/19/13","Beautiful UWS One Bedroom!","Manhattan","Apartment","Entire home/apt",10024,2,1,"150",80
17458257,"6/30/14","Amazing UES, close to everything","Manhattan","Apartment","Entire home/apt",10128,1,1,"95",100
4233003,"11/24/12","Tasteful, calm, central 2BR/2Baths","Brooklyn","Apartment","Entire home/apt",11249,2,9,"245",100
4822697,"1/23/13","Two Weeks Sublet Roosevelt Island","Manhattan","Apartment","Entire home/apt",10044,1,0,"100",NA
2690176,"6/20/12","Luxury studio, Lincoln Center","Manhattan","Apartment","Entire home/apt",10023,1,21,"190",87
2414652,"5/19/12","Amazing 2 Bedroom Loft Apartment","Brooklyn","Apartment","Entire home/apt",11205,3,13,"319",92
12294891,"2/16/14","Luxury West Village apt with views!","Manhattan","Apartment","Entire home/apt",10014,1,5,"360",100
24665932,"12/9/14","Williamsburg Duplex w/ Huge Terrace","Brooklyn","Apartment","Entire home/apt",11211,3,0,"325",NA
17324009,"6/27/14","Charming, Spacious West Village 1br","Manhattan","Apartment","Entire home/apt",10014,1,1,"229",100
17943391,"7/10/14","A Beautiful Brownstone Apartment","Manhattan","Apartment","Entire home/apt",10027,3,58,"125",96
6590919,"5/26/13","Charming 1BR on the Upper West Side","Manhattan","Apartment","Entire home/apt",10025,1,0,"130",NA
10546136,"12/10/13","Uptown Utopia","Manhattan","Apartment","Entire home/apt",10021,2,11,"150",98
2308387,"5/6/12","Studio Apartment in Astoria,  NYC","Queens","Apartment","Entire home/apt",11102,1,0,"175",NA
10297692,"11/27/13","Large Duplex Near Subway! 5bdrm/2ba","Brooklyn","Apartment","Entire home/apt",11213,8,3,"400",87
30214562,"3/29/15","4 bedrooms private house","Queens","House","Entire home/apt",11432,6,9,"200",98
200454,"8/13/10","Spacious studio, Greenwich Village","Manhattan","Apartment","Entire home/apt",10014,1,21,"160",94
42524168,"8/25/15","Great Studio- East Village, NYC (1)","Manhattan","Apartment","Entire home/apt",10009,2,0,"150",NA
37157641,"6/30/15","One of a kind home in Queens","Queens","House","Entire home/apt",11432,5,0,"700",NA
4380725,"12/11/12","Entire BIG bright Artist Loft +yard","Brooklyn","Apartment","Entire home/apt",11206,1,77,"150",88
2888900,"7/10/12","Lovely, Private Home in Greenpoint","Brooklyn","Apartment","Entire home/apt",11222,3,4,"290",87
2886652,"7/10/12","Modern townhouse duplex in Brooklyn","Brooklyn","House","Entire home/apt",11238,4,9,"390",96
34118225,"5/24/15","Jacuzzi tub apt  NYC/LAG/JFK","Queens","Apartment","Entire home/apt",11367,2,0,"205",NA
401696,"2/20/11","Bright Cozy Chinatown Studio Apt.","Manhattan","Apartment","Entire home/apt",10002,2,133,"145",95
33774886,"5/19/15","Best Location in the City!","Manhattan","Apartment","Entire home/apt",10011,1,6,"135",97
865451,"7/25/11","Clean, Quiet, & Sunny Dancer's Apt!","Manhattan","Apartment","Entire home/apt",10034,1,35,"75",97
2437336,"5/22/12","Sunny & Spacious Greenpoint Loft","Brooklyn","Apartment","Entire home/apt",11222,1,17,"140",95
15100490,"5/4/14","Cozy 3 Bed 10min From Lex and 59!","Queens","Apartment","Entire home/apt",11106,4,14,"275",94
33664483,"5/18/15","Cosy 1 Bed in UES, Manhattan","Manhattan","Apartment","Entire home/apt",10075,1,0,"130",NA
35105543,"6/5/15","2 Beds/2Baths and a sleeping couch","Manhattan","Apartment","Entire home/apt",10019,2,2,"300",100
17595220,"7/3/14","Quiet and stylish 1 BD in Manhattan","Manhattan","Apartment","Entire home/apt",10032,2,11,"130",93
19864739,"8/11/14","Nice one bedroom in Hell's Kitchen!","Manhattan","Apartment","Entire home/apt",10036,1,0,"160",NA
40818755,"8/7/15","Large Charming Greenwich Studio","Manhattan","House","Entire home/apt",10003,2,0,"295",NA
23044811,"10/27/14","1 Bedroom Lux--1 Block From Subway","Brooklyn","House","Entire home/apt",11233,2,17,"99",80
127307,"5/18/10","Now, *this* is New York! 2B Village","Manhattan","Apartment","Entire home/apt",10011,3,11,"250",90
29167335,"3/11/15","1 Bedroom Apt-BEST area Manhattan","Manhattan","Apartment","Entire home/apt",10022,2,5,"189",72
3594047,"9/17/12","West Village-Comfort & Elegance.","Manhattan","Apartment","Entire home/apt",10014,1,2,"650",100
946323,"8/9/11","Bright & big apt 3 blks from subway","Brooklyn","Apartment","Entire home/apt",11218,2,4,"83",80
17933466,"7/10/14","Cozy-Chic Upper West Side Studio","Manhattan","Apartment","Entire home/apt",10023,1,0,"175",NA
3139114,"8/2/12","Huge 1-Bdrm Apt on UES w/ Backyard","Manhattan","Apartment","Entire home/apt",10028,2,43,"150",96
23573737,"11/10/14","Large 1 bdrm near L in Williamsburg","Brooklyn","Apartment","Entire home/apt",11211,1,1,"149",100
922544,"8/4/11","Cute 1BR in Clinton Hill/Ft. Greene","Brooklyn","Apartment","Entire home/apt",11238,2,12,"139",93
9151191,"9/30/13","One bedroom apartment in prime loc.","Manhattan","Apartment","Entire home/apt",10003,1,1,"175",NA
263414,"10/16/10","Sleek Soho Apt","Manhattan","Apartment","Entire home/apt",10014,1,37,"175",94
3751304,"10/3/12","Perfectly Located Cozy One Bedroom","Manhattan","Apartment","Entire home/apt",10012,2,0,"200",NA
3179866,"8/6/12","Condo living, short ride to NYC","Queens","Apartment","Entire home/apt",11370,1,24,"135",94
40080883,"7/31/15","Garden apt with private backyard","Brooklyn","Apartment","Entire home/apt",11211,1,0,"215",NA
10264175,"11/25/13","Sunny Bushwick 2min to Subway","Brooklyn","Apartment","Entire home/apt",11237,1,0,"98",NA
6031217,"4/21/13","Modern 1 Bed in South Williamsburg","Brooklyn","Apartment","Entire home/apt",11249,1,6,"235",100
8713246,"9/8/13","Comfortable Studio - Great Location","Manhattan","Apartment","Entire home/apt",10016,1,11,"200",91
28372151,"2/25/15","Luxury 1br, Ideal NYC Locale","Manhattan","Apartment","Entire home/apt",10001,1,1,"250",80
4297106,"12/1/12","Awesome studio in Bushwick!!!","Brooklyn","Apartment","Entire home/apt",11221,1,45,"88",95
734865,"6/23/11","Brooklyn Bridge Loft Condo!!","Brooklyn","Loft","Entire home/apt",11201,1,12,"245",100
757243,"6/29/11","Spacious studio in Williamsburg","Brooklyn","Apartment","Entire home/apt",11211,1,12,"175",95
32800,"8/20/09","Spacious&Pretty, heart of Brooklyn","Brooklyn","Apartment","Entire home/apt",11216,1,1,"85",100
3043625,"7/24/12","Cozy & Chic in Chelsea/W Village","Manhattan","Apartment","Entire home/apt",10011,1,16,"259",98
5798943,"4/6/13","Gorgeous Downtown 1BR Townhouse","Manhattan","Apartment","Entire home/apt",10011,1,7,"300",93
22868414,"10/23/14","Cozy Studio in Clinton Hill","Brooklyn","Apartment","Entire home/apt",11238,1,5,"95",88
15765021,"5/20/14","Entire Home - Luxury One Bedroom","Manhattan","Apartment","Entire home/apt",10038,2,1,"200",100
6979540,"6/18/13","Great Apt Lincoln Center Christmas","Manhattan","Apartment","Entire home/apt",10023,1,0,"200",NA
35329561,"6/8/15","CHARMING/SUNNY 1 BEDROOM","Manhattan","Apartment","Entire home/apt",10028,1,0,"121",NA
305438,"11/30/10","Cozy, Clean 1 BR Close to 1 Train","Manhattan","Apartment","Entire home/apt",10463,1,0,"200",NA
969490,"8/14/11","Spacious 2bdrm - East Village, NYC","Manhattan","Apartment","Entire home/apt",10009,2,2,"229",100
38948315,"7/19/15","Patricia's Place near Williamsburg","Brooklyn","Apartment","Entire home/apt",11221,2,3,"130",100
3395300,"8/28/12","Central, Sunny E. Village Apt.","Manhattan","Apartment","Entire home/apt",10003,2,19,"160",95
36007375,"6/16/15","Beautiful, quiet UWS Studio!","Manhattan","Apartment","Entire home/apt",10025,1,1,"160",100
563851,"5/7/11","3Bed Bushwick Space with 3Bicycles","Brooklyn","Apartment","Entire home/apt",11221,3,7,"200",100
7902506,"8/2/13","Private studio apartment","Brooklyn","Apartment","Entire home/apt",11222,1,3,"100",80
9678132,"10/28/13","Light&Airy 1b in Prime Williamsburg","Brooklyn","Apartment","Entire home/apt",11249,1,6,"150",88
8939828,"9/19/13","Lovely Bklyn Duplex w/ Courtyard","Brooklyn","Apartment","Entire home/apt",11217,3,74,"250",99
4679095,"1/12/13","Location Location Location!!!!","Manhattan","Apartment","Entire home/apt",10036,2,19,"185",96
990413,"8/18/11","Large Studio in Clinton Hill","Brooklyn","Apartment","Entire home/apt",11238,1,0,"89",NA
1040538,"8/30/11","New Modern Luxury 1BR on High Line","Manhattan","Apartment","Entire home/apt",10001,1,0,"230",NA
4963379,"2/4/13","Le Petit Château","Brooklyn","Apartment","Entire home/apt",11210,1,10,"100",89
39260,"9/17/09","Cozy entire apt. great location","Manhattan","Apartment","Entire home/apt",10029,1,23,"120",95
22656473,"10/17/14","1 BEDROOM APARTMENT IN P/HOUSE","Queens","House","Entire home/apt",11375,2,2,"90",60
37503617,"7/4/15","Modern and spacious in Bed Stuy","Brooklyn","Apartment","Entire home/apt",11206,1,2,"100",100
39868916,"7/28/15","Beautiful 2 bed 2 bath","Manhattan","Apartment","Entire home/apt",10010,3,0,"300",NA
627217,"5/26/11","Large Apartment 1 BR, 1 BATH","Manhattan","Apartment","Entire home/apt",10010,2,20,"139",87
8706294,"9/8/13","Charming Cozy Studio Apt. in NYC","Manhattan","Apartment","Entire home/apt",10032,1,33,"96",88
23044811,"10/27/14","3 BDR Apt-Just Minutes to Manhattan","Brooklyn","Apartment","Entire home/apt",11216,4,18,"139",83
3245431,"8/13/12","Incredible one-of-a-kind 1br apt!","Manhattan","Apartment","Entire home/apt",10012,1,11,"300",93
1301613,"10/17/11","Charming Mid-Century Studio","Brooklyn","Apartment","Entire home/apt",11226,1,4,"60",93
17768882,"7/7/14","midtown apartment","Manhattan","Apartment","Entire home/apt",10036,1,2,"210",100
2589521,"6/9/12","Come stay in super comfy and cozy!","Manhattan","Apartment","Entire home/apt",10016,2,9,"265",98
32588760,"5/4/15","Sun Drenched West Village Apartment","Manhattan","Apartment","Entire home/apt",10011,1,3,"200",93
171653,"7/18/10","Park Slope Family Oasis w/ Patio","Brooklyn","Apartment","Entire home/apt",11215,2,0,"275",NA
4064804,"11/5/12","Studio in FlatIron, NYC !!","Manhattan","Apartment","Entire home/apt",10010,1,1,"195",80
40232358,"8/1/15","Gem in the heart of Chelsea","Manhattan","Apartment","Entire home/apt",10011,2,0,"225",NA
17263049,"6/25/14","Charming Prewar Great Area","Manhattan","Apartment","Entire home/apt",10031,2,2,"100",100
9284838,"10/7/13","MID-WINTER SPECIAL BROOKLYN","Brooklyn","House","Entire home/apt",11221,2,2,"99",90
242685,"9/22/10","Fabulous 1BR apartment","Brooklyn","Apartment","Entire home/apt",11211,1,1,"135",100
27054711,"2/1/15","Historic Upper West Side Apartment","Manhattan","Apartment","Entire home/apt",10023,2,0,"375",NA
39402856,"7/24/15","Spacious studio in heart of NYC","Manhattan","Apartment","Entire home/apt",10036,1,7,"200",91
40313256,"8/2/15","YOUR BROOKLYN LOFT","Brooklyn","Apartment","Entire home/apt",11206,2,2,"139",100
10590038,"12/12/13","GET COSY IN WILLIAMSBURG...","Brooklyn","Apartment","Entire home/apt",11206,1,3,"110",100
37503194,"7/4/15","1 bedroom apartment","Manhattan","Apartment","Entire home/apt",10016,1,0,"220",NA
4184916,"11/18/12","Beautiful, spacious private house","Brooklyn","House","Entire home/apt",11218,6,1,"200",100
3144976,"8/3/12","Central Park Studio w/ Terrace","Manhattan","Apartment","Entire home/apt",10019,1,0,"220",NA
24410903,"12/2/14","Cute 1BR in the Heart of WBurg!","Brooklyn","Apartment","Entire home/apt",11249,1,0,"75",NA
19872415,"8/11/14","Charming West Village Apartment","Manhattan","Apartment","Entire home/apt",10011,1,0,"199",NA
17198795,"6/24/14","Spacious Studio in Luxury Building","Manhattan","Apartment","Entire home/apt",10128,1,0,"175",NA
1411399,"11/16/11","2 Bedroom Private Apartment Central","Manhattan","Apartment","Entire home/apt",10029,2,0,"199",NA
978546,"8/16/11","Large Duplex Apt. with Balcony","Manhattan","Apartment","Entire home/apt",10003,1,1,"225",100
27201435,"2/4/15","Spacious 2-bedroom in a modern bldg","Manhattan","Apartment","Entire home/apt",10035,3,11,"190",89
643312,"5/30/11","Huge 1 BR in Luxury High Rise","Manhattan","Apartment","Entire home/apt",10019,1,1,"245",100
6581587,"5/26/13","Spacious 4-BD/2BA Townhouse in PLG","Brooklyn","House","Entire home/apt",11225,10,8,"295",93
13345930,"3/20/14","Modern / Clean ONE BEDROOM on UES","Manhattan","Apartment","Entire home/apt",10075,1,0,"160",NA
1394569,"11/10/11","The Apartment of Natural History","Manhattan","Apartment","Entire home/apt",10024,2,11,"250",98
7847292,"7/31/13","Quaint One Bed Apartment on UES","Manhattan","Apartment","Entire home/apt",10028,1,22,"135",96
11364146,"1/16/14","Loft, Creative Space Williamsburg!","Brooklyn","Loft","Entire home/apt",11249,2,0,"135",NA
22723650,"10/19/14","Comfy 1BR Apt in Sweet Hood","Brooklyn","Apartment","Entire home/apt",11206,1,0,"98",NA
2598412,"6/10/12","GREAT STUDIO  NYC EAST 20s","Manhattan","Apartment","Entire home/apt",10016,1,1,"150",NA
5521412,"3/18/13","Large apartment w/ Parking","Brooklyn","Apartment","Entire home/apt",11221,3,63,"105",91
26900762,"1/29/15","Experience Nyc $95/USD Group Stays","Brooklyn","Bed & Breakfast","Entire home/apt",11205,10,4,"95",80
3674378,"9/25/12","Bedstuy Garden Half Block to Subway","Brooklyn","House","Entire home/apt",11233,3,17,"110",98
31662546,"4/21/15","Unbeatable Full & Spacious Apt","Manhattan","Apartment","Entire home/apt",10034,2,6,"150",100
1448165,"11/27/11","AUGUST  Apartment w garden","Brooklyn","Apartment","Entire home/apt",11211,1,0,"185",NA
23230065,"11/2/14","Cozy Modern 1BR with Exposed Brick!","Manhattan","Apartment","Entire home/apt",10030,1,14,"132",94
22123344,"10/4/14","Bright Cozy Apt — Near Express Sbwy","Manhattan","Apartment","Entire home/apt",10032,2,2,"135",100
4374052,"12/10/12","Large cosy studio near union square","Manhattan","Apartment","Entire home/apt",10010,1,3,"160",93
6725872,"6/3/13","Beautiful, and chic apt!!","Manhattan","Apartment","Entire home/apt",10001,1,13,"300",95
2966289,"7/17/12","***September special*** Brklyn 1bed","Brooklyn","Apartment","Entire home/apt",11205,1,4,"154",100
10932521,"12/31/13","Fully renovated 1br apt in LES","Manhattan","Apartment","Entire home/apt",10002,1,7,"224",100
28699661,"3/3/15","Studio apartment in Greenpoint","Brooklyn","Apartment","Entire home/apt",11222,1,8,"120",100
16621177,"6/10/14","Park Slope center Garden Studio","Brooklyn","House","Entire home/apt",11215,1,22,"165",91
29108393,"3/10/15","Upper West Side, 2 bedroom, 2 bath","Manhattan","Apartment","Entire home/apt",10023,2,8,"450",93
10879231,"12/29/13","Large Apt in heart of BedStuy!!","Brooklyn","Apartment","Entire home/apt",11216,1,1,"65",80
1298759,"10/16/11","Loft rental off of Graham!","Brooklyn","Apartment","Entire home/apt",11211,1,1,"125",100
33514542,"5/16/15","Wyndham Midtown 45, Times Square","Manhattan","Condominium","Entire home/apt",10017,1,0,"495",NA
29121664,"3/10/15","Large Loft Apartment Private Roof","Manhattan","Apartment","Entire home/apt",10009,2,5,"550",96
4128399,"11/12/12","Beautiful Ground Level Townhouse Ap","Manhattan","Apartment","Entire home/apt",10002,2,1,"500",91
15533858,"5/14/14","Spacious Condo in East Village","Manhattan","Condominium","Entire home/apt",10009,1,3,"152",80
2085897,"4/6/12","The Good Vibes House","Manhattan","Apartment","Entire home/apt",10003,2,39,"180",92
757760,"6/29/11","Cozy 1 bed apt in Williamsburg","Brooklyn","Apartment","Entire home/apt",11211,1,0,"110",NA
3244313,"8/13/12","Spacious quiet 2 BR on Hudson River","Manhattan","Apartment","Entire home/apt",10033,2,0,"125",NA
